-29.086182,675.518311,2728.474609;-62.285515,436.579559,2763.091064;-58.654087,254.185623,2776.571533;-243.434189,433.599976,2771.574951;-516.195496,416.299683,2789.692139;-653.864075,522.190552,2680.281006;118.863174,439.559143,2754.607178;430.211792,391.117828,2734.997803;530.603088,603.314514,2640.240967;-161.229034,70.044769,2795.026123;-182.133759,-400.451508,2865.554199;-154.845612,-840.994141,2981.929199;51.183708,73.538605,2785.077881;100.160110,-371.567963,2831.292236;151.497040,-806.588684,2930.389404
-28.570793,677.027893,2728.953857;-53.719330,443.756409,2764.864258;-52.006908,260.132141,2776.808105;-243.449600,442.290253,2769.526123;-514.968018,434.853394,2781.116211;-609.224243,713.362000,2582.679443;136.010941,445.222565,2760.202393;449.612488,438.375244,2728.755615;509.383545,679.638855,2614.789795;-157.249222,75.681366,2791.379883;-179.386459,-394.311401,2861.380371;-155.167221,-836.734131,2975.514160;56.660240,77.334381,2786.124023;102.679146,-365.603149,2833.566895;153.945999,-800.262695,2938.313477
-28.396685,678.688599,2729.202148;-52.835159,444.954590,2763.509521;-51.040344,259.993774,2777.741455;-242.653336,443.707092,2771.235107;-509.210510,459.008240,2758.404297;-580.796387,629.822388,2667.764648;136.983017,446.202148,2755.783936;439.844482,424.414825,2726.951416;493.893005,684.884399,2604.651367;-157.491379,74.321518,2796.378906;-180.967773,-400.279663,2862.148682;-153.551666,-836.846436,2975.171875;59.000313,75.744370,2787.567871;104.045486,-366.834106,2835.555176;153.580978,-803.245422,2940.042236
-28.110788,680.765259,2729.390869;-51.589336,448.096710,2762.807861;-48.332794,262.485748,2776.304932;-241.275970,445.368774,2771.060547;-503.995941,468.263550,2753.738770;-553.682861,738.397827,2608.368896;138.097290,450.824646,2754.555176;433.726166,421.684113,2727.066895;476.122650,711.055664,2607.030762;-151.830917,75.339508,2794.446533;-178.041672,-397.300385,2861.844238;-153.931519,-841.322327,2976.740479;61.678410,78.410065,2785.157471;106.956436,-363.599457,2834.282715;154.886078,-801.035522,2940.504639
-26.823185,682.139709,2729.623047;-39.511459,459.515076,2757.130615;-39.939297,268.872528,2772.502441;-221.485031,460.419556,2763.283447;-493.601135,475.107941,2757.379639;-536.243286,758.484131,2631.891113;142.462112,458.610596,2750.977783;432.231506,430.836090,2722.370117;460.425232,740.235474,2619.326904;-145.273163,78.751389,2791.421387;-172.884537,-392.212830,2858.469727;-154.209915,-837.190308,2970.365234;64.538879,77.708542,2784.327148;108.245041,-367.522400,2835.381592;154.855881,-804.243896,2939.557129
-26.150398,683.214661,2730.563232;-35.634323,465.584717,2752.680908;-35.802593,272.894073,2769.430420;-215.681366,466.161804,2757.511475;-480.591827,482.808228,2759.148193;-513.836304,769.098022,2634.495361;144.412720,465.007568,2747.850342;430.894226,461.462189,2714.972656;443.421997,767.502136,2616.534668;-140.300461,80.537857,2788.979004;-167.783951,-388.957275,2856.637695;-153.828842,-836.761902,2971.318604;68.358727,79.869034,2783.380859;109.977234,-369.259277,2836.330078;153.921860,-805.925903,2938.070312
-21.707468,691.666565,2732.176270;-38.441551,463.578552,2754.308594;-36.138901,272.727325,2770.189941;-221.530960,461.898010,2760.659668;-478.094299,523.444092,2745.309082;-505.881866,688.822144,2657.941895;144.647842,465.259033,2747.957520;423.231323,476.569763,2709.444580;429.792236,764.672485,2622.321289;-138.474777,80.915665,2789.701172;-164.738449,-388.552612,2856.878418;-152.992752,-834.405884,2968.158936;70.802277,82.836563,2782.441406;111.030022,-368.489319,2837.097656;153.141556,-804.909302,2936.706787
-19.760715,694.743713,2729.666260;-35.425209,469.160522,2751.138672;-32.763840,275.517365,2768.694580;-214.868851,467.346863,2758.336426;-469.277405,533.511902,2737.810547;-468.299866,783.420410,2638.450439;144.018417,470.974182,2743.940918;417.621338,477.110748,2707.401367;415.368958,769.260254,2615.419434;-132.495850,80.839279,2790.357666;-162.375290,-387.491638,2856.369141;-152.984726,-833.553833,2968.724121;72.290916,82.909103,2782.143311;113.102905,-370.154419,2839.525391;153.531876,-807.305481,2937.867432
-17.302246,696.614807,2728.857666;-33.107124,470.526337,2751.543457;-29.489841,276.895905,2767.779785;-211.801407,467.906372,2760.109619;-454.317444,521.491821,2729.486328;-438.868073,784.153320,2623.607666;145.587173,473.146301,2742.977295;416.734009,482.537964,2705.044922;398.201233,788.151367,2613.948486;-128.458664,81.761383,2788.933838;-160.709732,-385.504700,2853.139893;-151.059189,-828.171448,2964.370850;76.713554,84.769562,2779.098389;115.972832,-370.995941,2842.041016;153.695587,-809.647217,2941.343262
-13.097061,698.401062,2729.886475;-30.366772,474.981323,2751.566162;-26.395823,280.860321,2767.060547;-209.260727,472.105560,2761.384766;-445.653290,518.519897,2721.606934;-419.164398,788.468750,2625.008545;148.527176,477.857086,2741.747559;416.627319,485.327911,2705.425049;391.335419,791.724365,2609.780762;-126.629501,85.064209,2788.274170;-159.106934,-383.188873,2851.765137;-151.285156,-824.238647,2963.805908;81.779747,88.414429,2776.835693;118.279549,-368.793945,2841.952637;153.219696,-809.863281,2940.829590
-10.227858,700.447754,2730.689453;-27.788807,476.181702,2752.115723;-24.026749,282.798676,2766.968994;-206.615997,473.446350,2761.796631;-437.956665,513.704041,2711.247559;-396.136444,794.375610,2602.643555;151.038391,478.916992,2742.434814;408.529633,492.161407,2683.859131;378.230225,802.791870,2611.547852;-124.724075,87.817856,2787.477295;-156.531708,-380.763123,2849.735107;-152.370911,-813.719604,2962.496094;84.194687,91.013474,2776.167236;119.810226,-367.033081,2842.676025;153.189453,-810.247192,2940.996826
-6.791872,703.533142,2730.455566;-26.090998,477.680725,2752.402344;-22.952038,284.529358,2766.383545;-205.340408,475.474548,2762.167480;-433.286774,517.093994,2699.542480;-381.329803,793.877930,2607.407227;153.158401,479.886902,2742.637207;407.374207,496.475342,2670.637939;373.855835,806.159424,2615.664062;-124.705063,90.086990,2786.079102;-155.105118,-378.239624,2848.307617;-152.558395,-814.198975,2961.531982;85.078918,92.669022,2774.650391;120.313599,-365.599609,2842.760742;152.574188,-807.828125,2938.912842
-5.502597,704.267029,2729.943359;-20.578466,482.518433,2753.776611;-19.048016,287.686279,2766.504395;-198.638138,481.829285,2764.638672;-425.967407,514.549622,2693.055420;-373.975311,782.186462,2609.878906;157.481186,483.207581,2742.914551;411.852478,504.828278,2659.074219;366.049347,809.454956,2605.499756;-121.094872,92.453247,2785.550537;-153.175018,-376.580200,2846.400146;-153.171051,-813.805786,2959.237549;86.059731,93.255005,2772.913818;119.318626,-365.431610,2843.166992;152.512421,-804.856689,2937.151367
-5.298529,702.507080,2728.344238;-20.154995,482.253021,2753.311035;-17.791351,287.560669,2765.878906;-198.959305,480.838074,2765.019531;-420.647400,515.718689,2681.746826;-369.069519,779.624634,2620.718750;158.649307,483.667969,2741.602539;416.394287,513.695862,2655.914307;360.823883,812.840454,2599.883301;-118.368790,92.053711,2785.187500;-152.542557,-377.136902,2845.752930;-153.592056,-814.417358,2958.741943;87.513367,93.682922,2771.706055;120.246796,-364.629120,2843.902588;153.044525,-805.788574,2937.786865
-4.497803,702.640137,2727.282471;-19.455763,482.167908,2752.712158;-16.157244,288.089539,2765.662598;-198.667343,479.944336,2765.035156;-419.641052,515.454407,2682.329834;-376.718842,726.123474,2635.783691;159.755814,484.391479,2740.389160;417.875244,518.431213,2653.777588;354.354736,811.690308,2605.178955;-115.073799,92.742950,2785.641602;-150.368622,-376.516144,2845.312256;-153.836670,-813.149231,2957.532715;89.356361,95.279388,2771.584473;121.098572,-363.855103,2843.579102;153.369934,-806.984253,2937.433350
-3.383662,704.022339,2727.023682;-15.834122,482.178772,2752.864014;-10.878922,285.852417,2769.674072;-197.960999,478.235901,2760.501221;-415.884521,517.591736,2672.073975;-345.328827,791.090454,2608.382324;166.292755,486.121704,2745.226807;427.667084,529.932007,2633.588135;351.637756,820.204773,2614.198242;-113.089867,87.205978,2790.978027;-149.435852,-382.058289,2850.687012;-155.406219,-818.275879,2961.406982;101.242424,91.846115,2781.990234;122.795883,-357.910889,2838.865479;154.428879,-801.394348,2932.348389
-3.031110,704.403076,2727.389404;-12.973906,481.310974,2754.418213;-9.593540,286.533997,2768.746826;-196.884521,478.746826,2762.949951;-410.226440,522.275146,2662.388672;-338.397461,777.989014,2590.728516;170.936707,483.875122,2745.886475;426.163696,528.132263,2638.479248;350.027771,812.828247,2605.083008;-110.633461,90.301132,2787.919434;-148.260895,-378.069763,2847.728516;-154.342651,-814.375854,2958.304932;98.207115,93.212875,2778.231445;122.265167,-362.029968,2841.662354;154.353989,-804.311279,2936.555664
-0.553892,705.044189,2726.785156;-8.890685,475.075928,2758.048584;-7.899585,283.639130,2769.830322;-190.564606,474.766907,2768.310547;-408.480286,529.639404,2662.496826;-336.860382,780.944458,2581.713867;172.783234,475.384888,2747.786621;423.135559,517.641418,2643.093018;350.545105,808.813049,2609.691895;-109.711311,92.027481,2787.418945;-147.715012,-374.787170,2847.164307;-153.748413,-811.269348,2956.802979;95.894341,92.377213,2775.805176;123.213707,-362.710876,2841.852539;154.048843,-805.158936,2938.379395
-0.181292,705.175720,2726.300537;-10.994677,477.234192,2757.456787;-8.988487,285.055176,2768.887451;-192.399658,475.981018,2768.225830;-407.839233,524.129517,2659.180420;-338.508972,780.551636,2584.134521;170.410309,478.487427,2746.687744;400.818298,498.419739,2639.724121;351.031769,813.686218,2612.442139;-109.434219,92.168381,2786.400146;-146.859955,-373.933472,2846.407471;-153.447556,-809.432373,2955.884766;95.469620,93.583908,2774.236084;125.123901,-357.965393,2840.779053;153.614670,-803.761475,2939.093506
2.845552,703.879333,2725.467773;-10.051539,476.827515,2757.991699;-8.664522,285.233337,2768.593994;-193.218018,476.014465,2767.260742;-409.160217,521.804932,2660.281982;-335.063934,776.891907,2567.129883;173.114929,477.640625,2748.722656;409.399567,509.553314,2642.947998;352.985626,810.605347,2607.391602;-108.932228,93.187912,2784.340576;-146.500916,-373.530090,2845.258545;-153.637085,-810.444580,2954.341553;94.377220,94.090378,2774.052002;124.953415,-357.398865,2840.649170;153.923279,-802.658936,2939.339111
4.525305,702.410278,2722.142578;-11.233535,476.730713,2757.893311;-9.559770,285.453094,2768.155029;-193.168854,475.655975,2767.535156;-407.934265,520.863953,2656.877686;-333.153687,772.776306,2560.934326;170.701782,477.805450,2748.251465;412.790344,510.049164,2657.815430;356.026489,805.722412,2605.268066;-109.790352,93.573486,2783.817383;-144.278427,-371.750610,2845.472900;-153.378967,-810.584045,2953.562500;94.018349,94.777466,2773.016113;125.384575,-356.811218,2840.752197;154.004120,-802.657288,2938.774902
5.081969,701.997192,2721.102539;-9.435985,473.164276,2758.715088;-8.683285,283.644684,2767.830322;-188.560791,472.942108,2768.887451;-407.950806,524.084290,2656.870117;-334.971771,781.367615,2572.890381;169.688812,473.386444,2748.542725;412.925781,502.383026,2665.602051;356.287689,804.086304,2599.290527;-110.214417,93.998230,2782.754150;-142.956833,-369.020721,2845.813965;-153.031693,-808.468872,2953.059082;94.353241,94.251953,2771.136963;125.322029,-357.587341,2840.325684;153.516724,-804.820068,2937.789062
5.779865,701.483276,2719.086426;-7.035864,473.739380,2758.034180;-6.892065,284.572235,2767.303955;-185.308365,474.112732,2768.418701;-407.646637,525.701721,2657.714111;-335.534180,792.501221,2573.551514;171.236649,473.366028,2747.649658;413.830536,501.987305,2660.013672;357.606445,803.548218,2602.118896;-108.511093,95.618179,2782.501465;-142.011108,-365.755615,2844.747803;-152.780869,-805.748779,2951.620850;95.014557,95.191971,2770.645996;125.617180,-356.861328,2841.134521;151.000473,-801.913025,2935.986328
5.675937,700.964050,2718.271729;-7.369779,474.170502,2756.443604;-7.090751,284.598480,2766.548828;-185.712799,474.461243,2766.822754;-407.402283,524.798523,2657.779541;-339.884003,797.416199,2574.597168;170.973267,473.879761,2746.064453;414.592468,503.059296,2658.140381;360.710754,802.692749,2601.652588;-108.420212,95.192108,2782.567383;-141.824005,-365.040710,2844.461914;-152.004150,-803.815186,2950.364502;94.796768,94.860809,2770.740723;125.702362,-356.732056,2840.814941;151.058441,-801.124268,2934.780273
6.695631,701.120605,2717.144043;-6.973676,474.102997,2754.601074;-6.867774,284.478851,2765.569336;-184.334579,474.601013,2764.923828;-408.061768,524.775085,2658.625244;-339.197388,794.494446,2559.561035;170.387253,473.604980,2744.278320;412.396576,496.607208,2660.463867;359.228424,794.100708,2593.966309;-108.595222,95.140656,2782.464600;-141.842575,-364.879272,2844.303467;-151.783218,-804.063477,2950.381592;95.071480,94.568756,2770.610596;125.766937,-356.014069,2839.502197;151.063019,-800.796509,2933.633057
8.120451,701.288635,2713.846436;-7.980392,474.689758,2753.183838;-7.227464,284.254517,2764.716553;-185.899063,474.600281,2763.321289;-408.086304,523.492432,2656.156738;-340.161804,790.132202,2561.379639;169.938278,474.779297,2743.046387;410.438110,493.237640,2659.904541;364.613068,786.655151,2603.034912;-108.515991,93.767929,2782.063477;-142.263245,-366.873535,2843.068848;-151.556519,-806.374390,2950.024170;95.566925,93.870590,2770.435059;125.929306,-355.566162,2838.979004;151.229736,-799.637207,2933.226562
8.091303,701.474487,2713.281006;-7.808301,474.394104,2751.473633;-6.954543,283.992920,2763.625000;-185.570618,474.178711,2760.588623;-408.666565,522.645386,2655.776123;-340.759918,792.473572,2555.801758;169.954010,474.609436,2742.358643;411.761627,495.501923,2658.854492;364.573151,785.470886,2601.666504;-108.407799,93.467789,2781.022217;-141.656311,-367.648926,2842.123779;-151.471207,-807.191406,2949.676514;96.206230,93.715714,2770.530518;126.041611,-356.098816,2837.529053;151.130981,-799.777588,2932.165527
8.054285,702.041626,2713.388184;-7.901337,475.012695,2750.629150;-7.291757,284.520782,2762.386230;-186.589111,474.989868,2759.524170;-410.073273,521.412842,2657.238281;-346.261414,797.681152,2574.578613;170.786438,475.035522,2741.734131;412.833923,497.139862,2658.448730;363.676239,787.096680,2601.719482;-108.836227,94.015823,2779.228516;-140.937317,-367.392456,2840.727051;-151.606552,-806.933716,2949.225342;95.471878,94.041946,2769.058105;125.915054,-356.457764,2836.699463;150.057770,-801.690674,2929.301025
9.445398,702.032654,2711.866211;-7.373359,475.217865,2750.319580;-7.211265,285.027740,2761.945557;-186.822083,475.580505,2758.754150;-410.939575,517.738037,2659.197754;-355.684937,787.644592,2567.698730;172.075378,474.855225,2741.885010;414.098145,497.130463,2658.972900;364.368408,792.370483,2604.392090;-109.187950,95.044037,2778.372314;-140.419495,-367.106323,2840.674805;-151.941422,-805.768066,2948.684326;95.089607,94.631195,2768.770752;125.739540,-357.539124,2835.911133;150.336975,-802.780762,2929.817871
11.767758,701.020020,2711.822998;-7.008687,474.678650,2750.014404;-7.483825,285.604858,2761.401855;-187.509583,475.645996,2758.545410;-411.091187,515.604919,2659.855713;-358.254852,790.954468,2570.749023;173.492218,473.711243,2741.483398;414.738495,496.652039,2659.373535;363.560913,784.548340,2593.522705;-109.796974,97.076889,2777.602539;-139.669083,-366.427551,2840.413574;-152.182236,-804.644775,2948.709473;93.879051,95.985275,2767.976074;125.054764,-356.049866,2833.865723;149.172791,-803.237427,2926.884521
11.858095,699.687012,2712.893555;-6.549030,473.158142,2748.931885;-7.516888,285.332245,2760.177734;-188.141785,474.604248,2757.455566;-411.712769,513.584290,2659.912109;-359.508636,780.545410,2568.475098;175.043701,471.712097,2740.408203;415.658691,497.822845,2659.133789;363.501953,790.001282,2595.119873;-110.700142,98.320297,2776.221436;-139.279434,-365.971375,2840.983154;-152.588028,-803.523804,2948.959229;93.730644,96.692368,2766.625732;124.893036,-353.311523,2829.512451;149.994400,-803.640137,2926.240723
12.066692,699.347229,2713.238281;-6.459280,472.059021,2747.464355;-7.468551,285.082733,2758.945557;-188.950760,473.528381,2755.351074;-412.889709,513.458862,2660.211670;-364.622253,779.563660,2564.790283;176.032211,470.589722,2739.577637;415.806335,497.364136,2657.220947;364.191467,789.637329,2592.153076;-110.759216,98.929947,2774.847168;-138.671661,-365.554138,2839.761719;-153.179138,-802.299805,2948.218018;93.803574,97.282913,2766.006348;125.174660,-352.454102,2830.211426;149.277603,-801.457520,2923.732910
11.250425,699.540710,2712.955566;-6.701219,471.455353,2747.707764;-7.727947,284.779358,2758.708008;-189.755554,472.930573,2755.657227;-413.297302,513.299011,2658.451904;-362.713074,780.444519,2567.620605;176.353119,469.980133,2739.758301;415.590790,496.888031,2658.464844;365.153442,788.636169,2588.613037;-110.948128,98.926941,2774.146240;-138.341156,-365.738281,2839.653809;-153.412766,-801.323730,2948.574219;93.438789,97.279785,2765.270264;125.485725,-352.502228,2830.408447;149.738495,-802.420288,2926.085449
10.699179,700.104614,2713.216797;-6.977375,470.458130,2747.000732;-8.161006,286.088013,2757.246826;-190.326981,472.071777,2754.856934;-413.932800,512.901794,2658.707520;-359.536011,782.748047,2570.833984;176.372208,468.844421,2739.144531;417.043579,497.912048,2659.447021;365.825500,787.088867,2586.608398;-110.263992,102.606094,2771.817139;-137.577774,-362.611938,2838.296387;-153.042694,-797.629395,2947.633789;91.574722,100.829727,2763.168701;125.274124,-354.979675,2830.909180;148.989227,-805.024780,2928.504395
10.024219,700.202515,2713.058594;-7.006757,469.482544,2747.194580;-8.297555,285.090607,2757.660400;-190.641083,471.187134,2754.578125;-414.525726,513.107239,2657.770996;-370.853302,787.463257,2581.649414;176.627563,467.778015,2739.811035;418.134521,499.564331,2660.412598;367.003967,789.708008,2595.624268;-110.863846,101.638748,2772.198242;-137.003311,-363.697388,2839.418701;-152.289978,-799.306641,2948.065674;91.687149,99.758560,2764.054199;124.910660,-352.552612,2829.388184;148.957565,-803.823608,2928.145996
9.485185,699.967529,2712.674316;-7.511483,468.592041,2746.980225;-8.767077,284.202301,2757.146973;-191.223892,470.263245,2754.602539;-414.633301,513.564148,2657.302979;-365.954620,785.920593,2574.537354;176.200943,466.920776,2739.357910;418.572449,500.298615,2660.171387;368.433960,788.255249,2590.810547;-111.454399,100.735306,2771.522217;-137.049911,-365.012268,2839.516357;-153.085999,-799.680542,2947.996094;91.409065,98.889847,2763.105225;124.185806,-351.455200,2828.114746;148.981644,-802.932617,2927.000244
9.025383,699.120850,2712.973633;-8.671118,467.442810,2746.099121;-9.483722,283.518951,2756.431641;-193.441391,468.657959,2753.197510;-414.095093,514.306885,2657.684814;-371.693420,780.935303,2573.353271;176.099167,466.227722,2739.000732;418.567841,500.629517,2659.631104;375.806122,787.804871,2593.044189;-111.695221,100.261917,2770.659668;-137.769974,-364.976807,2839.386963;-153.436386,-799.184998,2947.927002;91.102570,98.928238,2762.868652;123.896332,-350.694092,2827.628418;149.728973,-802.045837,2927.410400
8.711622,698.476440,2712.733154;-9.012854,466.739563,2746.551025;-9.924142,284.419739,2756.025879;-193.471130,468.036377,2753.764404;-413.983215,515.795166,2658.235107;-365.280457,785.789551,2571.135986;175.445404,465.442688,2739.337646;418.195801,498.100708,2659.640137;380.426849,771.754395,2592.302490;-111.446991,102.807297,2769.435303;-137.376404,-362.338928,2839.137207;-152.789551,-796.515259,2948.803955;89.776138,101.392563,2761.566162;123.869736,-351.663025,2827.236572;149.977600,-803.093079,2925.591309
8.479758,697.723877,2712.415771;-9.629794,466.749451,2746.098633;-10.119062,284.276764,2755.487549;-193.520554,467.586731,2752.788330;-413.939026,514.605774,2657.390137;-371.724365,779.892883,2571.921387;174.260971,465.912170,2739.408936;417.801117,498.292664,2660.740234;382.034576,780.600830,2600.908691;-111.534904,102.263626,2768.548096;-137.585129,-362.741699,2839.146729;-151.331238,-796.905762,2949.835205;90.318245,101.344559,2761.204834;124.050980,-350.061707,2826.508789;149.905609,-802.370361,2924.477051
7.119976,698.170837,2711.713623;-9.806934,467.529724,2744.817139;-10.133549,284.803192,2754.669678;-193.012329,468.211975,2751.397217;-413.477966,513.611450,2657.979004;-368.266266,784.826904,2574.153076;173.398468,466.847473,2738.237061;417.959717,498.551636,2660.974609;380.017303,779.809082,2592.986572;-111.767990,102.453903,2768.160889;-137.954926,-362.951355,2839.385254;-150.703537,-798.190186,2949.757812;90.847656,101.699387,2760.883545;123.997307,-349.823364,2825.516602;151.712891,-798.279724,2917.931152
6.380540,699.422974,2712.117188;-10.205184,468.312531,2743.622314;-10.262032,285.441193,2753.886475;-193.671600,468.732574,2750.090088;-413.026489,512.271423,2657.978760;-370.182739,782.591553,2569.790771;173.261230,467.892487,2737.154541;418.250916,497.581451,2661.531250;384.557098,776.312683,2588.886963;-111.789215,102.802185,2767.727783;-137.488113,-363.205536,2838.981445;-150.494156,-798.795959,2949.911621;91.151459,102.337524,2760.573486;123.647995,-350.191559,2825.155273;150.726288,-799.318970,2919.157227
6.908487,699.846313,2711.565918;-11.056017,468.004608,2743.246338;-10.730976,285.294525,2753.481689;-194.307266,468.035492,2749.617188;-412.682709,511.240967,2659.184326;-371.132050,777.695862,2568.951904;172.195236,467.973724,2736.875488;418.432068,496.119873,2664.225830;384.882782,777.488525,2590.917969;-111.871124,102.601532,2767.244629;-137.610962,-363.780579,2838.831055;-150.895981,-799.479248,2950.223145;91.059250,102.567352,2760.189453;123.865303,-349.837280,2824.999756;150.162567,-798.653564,2919.374023
7.832148,698.514526,2709.839600;-3.942748,460.036591,2742.657227;-7.043477,280.693634,2752.878662;-194.836121,463.701141,2749.046387;-411.992767,510.415527,2659.599365;-369.070007,775.142578,2564.876953;186.950623,456.372040,2736.268066;418.907959,496.370300,2663.332031;383.800598,775.452393,2581.904297;-111.853561,103.303192,2766.504395;-137.840424,-361.805206,2839.214844;-150.896851,-797.615723,2951.401123;91.565140,99.398163,2759.695801;124.371635,-351.823120,2824.892090;149.788513,-799.760742,2919.568604
9.877591,697.098694,2710.203857;-4.596028,459.799866,2743.519531;-7.333659,280.270142,2753.304688;-194.031357,463.019073,2749.584229;-411.320435,510.642853,2660.394531;-368.580658,774.523438,2571.984863;184.839279,456.580658,2737.454834;419.946075,495.533813,2662.811279;383.340302,777.255005,2588.820557;-111.857674,102.470154,2766.348389;-137.365936,-362.706757,2839.831055;-150.772415,-797.396606,2953.069092;91.715096,99.010681,2759.831299;124.826050,-351.176880,2824.583008;149.704727,-798.767944,2919.409912
10.560658,696.951050,2710.354004;-6.836794,461.267853,2745.171875;-8.281278,280.868103,2754.201660;-193.498322,463.054108,2750.998047;-410.581360,510.001282,2662.715576;-372.882782,767.324951,2559.809326;179.824738,459.481598,2739.345703;419.919434,493.510864,2663.092285;384.822205,777.503540,2591.528809;-111.169609,101.439117,2766.397705;-137.070801,-364.034119,2840.338623;-150.728241,-797.362671,2954.320801;91.718086,99.497589,2760.065186;125.089066,-350.165710,2824.104492;150.422836,-798.361572,2918.690430
11.176624,696.854004,2710.352783;-8.440624,461.288086,2747.262451;-8.973423,280.889313,2755.162842;-194.318726,462.110535,2753.508057;-410.983826,509.463196,2662.428711;-370.866608,771.986755,2563.346924;177.437469,460.465576,2741.016846;419.582397,487.025085,2665.101562;385.393066,772.310852,2587.389648;-110.575966,100.937790,2766.459229;-136.726501,-364.742859,2840.708740;-150.476791,-797.145874,2955.022705;91.563530,100.043320,2759.667236;125.032318,-349.679321,2823.686768;149.805878,-797.562195,2918.138672
10.500648,696.541016,2710.014160;-8.207523,462.290955,2747.631836;-8.723499,281.352539,2754.998535;-192.969376,463.071045,2753.851562;-411.268768,507.546326,2663.036621;-369.382812,770.391602,2560.307617;176.554337,461.510803,2741.412109;418.288422,484.585571,2667.237549;388.317841,775.093201,2593.839600;-110.129776,100.840134,2765.761719;-136.782669,-364.841309,2840.554688;-150.577332,-796.922729,2953.847900;91.650818,99.988144,2758.968750;125.216164,-349.595459,2823.091797;149.280884,-795.450073,2917.214600
10.508790,696.887085,2710.001709;-1.780564,469.134186,2744.032471;-5.594720,284.700104,2752.920166;-180.053192,473.049011,2748.765625;-410.014282,501.148346,2669.381348;-370.592682,767.072510,2560.824707;176.492065,465.219360,2739.299316;418.246338,486.284058,2668.426270;388.135437,779.161621,2594.364746;-110.195526,102.479279,2764.483643;-136.746902,-363.650787,2839.401123;-150.370880,-797.131409,2953.557373;91.377777,98.052765,2759.132080;125.627251,-352.691193,2824.791748;149.379623,-797.800354,2918.791992
10.321802,696.033386,2709.765137;-4.497189,466.038391,2745.272705;-7.002785,282.714783,2753.412109;-185.262192,468.753540,2750.779297;-410.033813,500.868561,2669.621338;-374.016296,764.969727,2564.655762;176.267807,463.323303,2739.766113;418.233398,487.544189,2668.608643;390.984039,778.656128,2598.618164;-110.425735,100.906937,2764.625732;-136.617661,-365.873108,2840.904785;-149.579880,-814.151978,2959.249512;91.408966,97.875381,2758.477295;125.294098,-353.219177,2825.424316;149.045792,-797.362061,2919.318604
10.415989,695.914246,2709.826660;-5.964212,464.174103,2746.105713;-7.419771,280.069061,2754.049805;-187.662994,465.860321,2751.892578;-408.810181,496.532715,2671.988525;-369.941711,759.882019,2550.413330;175.734589,462.487885,2740.318848;418.679810,489.768219,2669.520508;388.249634,776.595032,2588.708496;-109.610771,96.898865,2765.202148;-136.190399,-368.954468,2841.993164;-150.253723,-808.229919,2957.717285;91.860115,95.029175,2758.785645;124.805756,-353.446838,2825.559082;149.548035,-795.282227,2918.444092
10.721134,696.011597,2709.334473;-6.852480,463.305725,2746.164551;-7.943465,279.464966,2754.204346;-188.733078,464.662354,2752.504639;-409.384155,496.039001,2670.548096;-371.693604,757.678467,2550.637207;175.028122,461.949158,2739.824463;418.137756,487.393066,2670.470459;388.276215,777.333862,2588.189453;-109.133438,96.370804,2765.733398;-136.160950,-370.432922,2841.534424;-150.737839,-805.999756,2956.342285;91.064545,94.877579,2758.754883;124.344925,-354.780457,2826.410889;150.290115,-795.158569,2919.463867
11.020298,696.154846,2708.734375;-7.236275,463.332855,2745.855957;-7.616557,278.444092,2754.710205;-189.142166,464.043213,2752.876953;-409.425232,495.765015,2669.024170;-370.118347,760.352234,2548.505127;174.669601,462.622498,2738.834961;418.007141,484.716644,2672.360107;390.187531,778.937317,2591.461670;-107.080650,93.942261,2767.388672;-136.524689,-370.719269,2841.650146;-150.945511,-803.957642,2956.326660;91.086983,93.168396,2759.740234;123.736343,-356.686707,2827.051025;147.799332,-794.073608,2922.651123
10.683258,696.066101,2708.463623;-7.848547,464.223999,2745.812012;-7.935693,278.781860,2755.002686;-189.610916,464.683197,2753.353760;-409.358154,495.217621,2667.251953;-369.019196,759.586060,2548.821533;173.913803,463.764801,2738.270264;416.972321,483.122467,2672.878906;391.947723,776.757202,2594.844238;-107.364960,93.590698,2768.315186;-136.927170,-372.276093,2841.860107;-151.956512,-804.261047,2956.038818;91.319290,93.088745,2760.071533;123.172951,-357.155853,2828.194580;148.228485,-792.876770,2922.961182
11.115841,696.041748,2707.886963;-7.478224,462.586243,2745.987793;-7.555929,277.821106,2755.420654;-190.798126,463.044312,2753.449463;-410.241455,494.107788,2667.724609;-373.939880,756.857849,2553.196777;175.841675,462.128235,2738.526123;417.195496,484.951660,2670.492676;392.146423,777.892273,2594.413086;-106.892334,93.303970,2768.893555;-137.369476,-372.346008,2841.500732;-151.866318,-805.168152,2956.946289;91.625061,92.807938,2760.813477;122.797997,-358.007629,2828.966309;148.088989,-793.396912,2923.986084
11.515633,695.541687,2706.169678;-6.998742,463.338867,2746.471191;-7.278322,278.481781,2755.598389;-190.728638,463.990112,2754.034180;-410.053680,494.881866,2668.342041;-371.404907,762.316528,2547.122314;176.731171,462.687561,2738.908203;417.788788,483.354462,2669.546631;390.335938,776.906067,2591.402344;-107.072594,93.977463,2768.822021;-137.390259,-371.952576,2840.999268;-151.867783,-804.829346,2957.118896;91.956795,93.271957,2760.629150;122.661842,-357.607483,2829.542969;147.775742,-793.376465,2923.884766
