-12.227201,644.050903,2510.070801;-6.868920,400.386169,2528.089600;5.478646,207.924652,2526.956543;-159.749741,390.484344,2543.990234;-191.750290,107.419617,2609.782715;-240.135086,-163.246765,2530.216553;146.011917,410.288025,2512.188965;210.945694,141.975616,2572.308594;282.762573,-126.634155,2483.679199;-86.632576,8.697495,2536.687988;-130.187225,-451.678040,2484.197266;-205.980591,-848.110657,2613.553711;122.284996,22.228745,2514.958984;127.917839,-437.866699,2539.489990;120.515984,-884.246643,2619.078125
-13.591316,644.928894,2504.207520;-9.189724,400.443817,2522.462158;3.615444,207.370895,2523.174805;-162.112366,390.363770,2539.328125;-193.233582,106.075104,2606.521973;-240.784531,-172.350739,2519.585693;143.732941,410.523865,2505.596191;210.112656,141.650299,2571.593018;281.067627,-121.205872,2485.829834;-87.425537,7.452866,2535.340576;-130.294922,-452.235474,2481.741699;-212.756012,-848.100708,2596.985352;120.266754,21.143082,2512.434326;122.216118,-441.853516,2528.999023;119.422157,-886.705017,2618.689941
-15.345509,645.851196,2500.290527;-12.967405,400.476746,2514.688721;0.418687,207.106354,2517.660400;-166.821304,390.082153,2531.345459;-193.054108,112.912323,2602.739502;-244.411804,-182.276978,2512.279053;140.886490,410.871338,2498.031982;187.720932,132.460754,2576.698486;270.116913,-116.700348,2484.680664;-91.923828,6.592773,2532.078613;-130.880478,-454.971405,2480.713623;-216.463654,-861.558960,2587.779785;119.533386,20.879120,2509.185547;119.808952,-442.139709,2523.867920;117.633621,-888.232422,2618.307129
-23.622620,647.497253,2483.133789;-18.373018,401.302002,2505.371338;-8.094087,207.567902,2508.030518;-174.171204,393.177490,2515.690674;-198.538010,114.051392,2594.467529;-261.367920,-166.471497,2524.869629;137.425171,409.426544,2495.052002;186.207291,135.008087,2573.120117;250.143555,-122.178253,2472.240723;-109.142815,8.028290,2518.063477;-132.921661,-455.687531,2480.538330;-215.695526,-862.298584,2587.083496;113.512505,19.639282,2503.315918;116.348488,-442.456390,2518.606689;116.781769,-887.977905,2615.904541
-29.866611,646.878296,2479.452148;-29.761045,401.337158,2491.381836;-21.494152,205.534119,2497.056152;-187.444031,394.895630,2498.833008;-212.290634,113.887787,2579.672119;-265.785278,-172.375153,2517.453857;127.921936,407.778687,2483.930664;173.105255,148.260773,2566.410645;240.614304,-118.520569,2480.600586;-118.684967,5.423004,2507.713867;-135.438934,-457.887421,2474.718750;-216.719788,-867.704163,2583.194580;92.230438,14.039124,2497.747070;112.981369,-443.114532,2519.831055;116.788475,-889.132263,2619.532715
-35.622952,645.822571,2477.607422;-33.915031,400.662231,2490.474854;-31.612089,202.848022,2493.552490;-189.758865,398.984222,2499.237549;-213.532684,117.692627,2582.517822;-271.802124,-147.717529,2498.149414;121.928795,402.340240,2481.712158;158.520050,151.185822,2571.656982;201.735947,-138.845245,2476.562256;-129.014481,3.960266,2502.236328;-140.483780,-456.553741,2472.075439;-216.423187,-867.337280,2583.818359;70.396194,6.107361,2491.023926;104.557358,-447.308014,2515.356934;110.396919,-892.604858,2617.311035
-42.275642,643.125854,2471.311523;-45.210358,398.403870,2489.036865;-43.909466,198.463776,2492.560303;-201.491150,397.534729,2497.417480;-233.094284,109.861633,2579.102783;-288.121643,-148.071777,2492.061035;111.070435,399.273010,2480.656250;150.103073,149.509186,2572.786377;210.195999,-130.628662,2524.304443;-145.498764,-2.048553,2501.601318;-150.941101,-456.261322,2471.067627;-217.337952,-870.921631,2584.609863;60.281616,-0.904114,2490.566162;98.179108,-451.402832,2514.592529;111.572006,-895.159180,2618.205078
-51.752529,639.056030,2457.700195;-58.765785,396.243958,2487.068359;-53.304211,197.788849,2490.947754;-208.498154,392.254425,2493.778076;-250.741776,106.035065,2567.750244;-317.495941,-173.972778,2495.805908;90.966576,400.233521,2480.358643;137.383041,151.745117,2575.485596;190.638779,-121.771240,2524.813232;-155.166473,-3.525864,2499.636475;-165.501343,-458.731750,2472.437744;-219.136078,-874.784912,2583.427490;59.481201,2.193314,2490.017822;86.667320,-451.033508,2513.540283;108.522034,-894.148438,2617.129150
-58.832603,638.014771,2455.633789;-76.412476,399.192932,2480.510010;-66.113304,199.901199,2486.112305;-226.321899,391.622498,2486.797363;-264.234253,109.826416,2562.758545;-321.004303,-185.580688,2481.580566;73.496964,406.763336,2474.222656;114.731636,132.737579,2563.123779;176.895538,-144.800049,2522.568359;-162.426590,-4.774445,2496.186035;-180.306366,-464.867310,2474.165283;-221.389008,-881.550049,2580.444092;50.798317,5.993408,2487.243164;73.504379,-448.513245,2509.008057;108.509216,-891.394897,2617.997070
-63.083870,640.480225,2454.391602;-90.617706,399.301422,2476.058594;-78.303688,200.465363,2481.657471;-241.829010,390.068237,2480.726318;-273.946533,101.184143,2558.411865;-340.624847,-199.860809,2476.238525;60.593597,408.534607,2471.390869;107.451218,128.941528,2556.172852;154.276245,-148.245575,2513.763672;-174.725403,-5.010254,2490.612793;-193.731949,-470.491638,2478.291748;-222.551102,-887.868774,2580.601562;42.746071,8.268860,2483.899902;66.134544,-444.611328,2503.031006;100.088814,-883.872559,2608.732178
-70.393372,641.877808,2449.734375;-105.914330,382.556824,2475.910156;-94.374763,187.984329,2478.323730;-261.010681,373.424072,2481.198730;-297.188202,86.255066,2559.217773;-359.979675,-186.887451,2475.443604;49.182049,391.689575,2470.621582;104.459808,116.584656,2558.930908;144.205475,-161.294891,2532.875732;-192.493362,-13.045334,2484.476562;-207.544403,-482.769287,2487.290527;-228.618362,-901.615601,2584.459717;26.822956,-0.131027,2476.998047;61.398113,-440.554199,2496.788330;94.509430,-877.456787,2600.424072
-76.003159,641.079956,2448.772217;-109.814774,380.751129,2471.600342;-104.536018,182.198288,2473.299561;-263.251495,376.688843,2473.585938;-302.788666,85.549011,2551.913086;-382.961456,-176.070251,2474.290283;43.621964,384.813416,2469.614746;87.392159,97.164246,2557.514893;134.254272,-174.419708,2540.945312;-212.898727,-19.363266,2476.469482;-216.658524,-486.468140,2490.615723;-229.166946,-899.181946,2585.517578;14.384217,-13.345840,2473.528076;55.074753,-442.971252,2490.395264;95.794159,-879.283936,2599.643555
-80.557617,641.018066,2448.898438;-118.454437,381.241913,2466.370361;-112.468910,183.858337,2469.248535;-275.221405,376.463745,2464.703613;-312.606598,88.333038,2539.809570;-401.265503,-166.085785,2462.679199;38.312511,386.020081,2468.037109;75.928116,122.737274,2561.450439;122.069908,-161.891693,2566.727783;-222.165131,-17.051147,2470.896729;-223.938004,-484.550140,2492.346924;-231.027161,-897.516968,2585.642334;9.198368,-9.999329,2473.356689;50.532082,-443.407440,2487.469482;95.033936,-877.544250,2597.115723
-93.282578,643.018738,2448.034912;-123.549675,384.035126,2463.401123;-117.286674,187.554214,2467.745117;-281.614532,378.924377,2460.132324;-327.438873,90.756592,2533.024414;-406.440094,-175.117462,2464.961670;34.515171,389.145874,2466.669922;81.224777,118.269989,2561.352539;118.532623,-133.426559,2469.042969;-227.761383,-12.701187,2469.675049;-228.302048,-479.441345,2492.902100;-232.477509,-894.482361,2585.858887;5.714038,-5.152206,2474.503174;48.466740,-444.302063,2484.761963;95.627472,-877.954346,2597.314453
-100.914612,643.435913,2444.686035;-127.735001,384.512268,2462.876953;-122.290581,192.843140,2469.964355;-285.518738,379.883362,2458.901123;-352.476379,74.016144,2513.501221;-415.209717,-170.854004,2449.168457;30.048738,389.141174,2466.852783;72.440376,121.490326,2568.211670;118.733154,-132.948013,2466.441895;-231.351181,-2.185242,2474.166504;-235.204910,-466.948303,2494.133789;-236.736374,-893.730835,2585.198730;-2.341157,4.533264,2479.937012;47.359726,-443.428162,2482.940674;96.304428,-877.530396,2596.502930
-105.691833,643.278931,2442.857178;-135.969330,388.933411,2461.666260;-131.963272,197.064636,2473.759521;-292.402679,385.369232,2456.938232;-367.033234,78.613586,2510.676025;-423.085297,-166.130569,2448.893311;20.464035,392.497620,2466.394287;47.147137,136.767960,2581.500488;117.273758,-133.685074,2465.081055;-238.368851,2.680222,2482.515869;-240.984070,-462.738770,2495.077393;-234.999084,-892.237061,2584.320312;-17.545578,7.711472,2489.189697;45.580097,-442.395325,2481.956787;96.311989,-876.500977,2597.538086
-108.901352,643.293762,2442.500732;-140.105515,391.580688,2461.549561;-137.771622,203.224777,2471.032715;-295.968781,389.611267,2460.792725;-369.102386,87.630829,2518.694580;-428.145172,-162.640198,2458.142578;15.757735,393.550049,2462.306396;38.551544,140.962860,2580.664551;84.499283,-132.419586,2565.230225;-241.844208,13.524399,2479.999268;-244.699310,-453.715149,2491.372070;-236.675476,-883.487671,2578.996094;-29.031256,16.213364,2481.032471;42.823631,-450.441345,2486.815918;93.820992,-880.891846,2600.464844
-108.926437,643.895020,2443.193848;-142.307510,393.021454,2461.817139;-140.070190,203.227829,2472.087646;-298.100586,391.028442,2458.924805;-375.748047,98.199463,2518.846924;-430.301086,-161.120361,2446.822510;13.485569,395.014465,2464.709473;38.948154,134.831451,2584.500000;83.563904,-131.366486,2548.126221;-243.555130,12.081726,2480.395508;-252.625977,-453.527344,2498.840820;-250.160934,-901.068542,2601.377930;-32.110615,14.786682,2484.320801;40.478970,-448.667175,2484.376465;92.203354,-877.667297,2599.582275
-111.324997,644.213318,2444.183838;-144.101013,394.209167,2463.186279;-140.958893,203.901276,2473.029541;-299.342285,391.444275,2459.286377;-378.720703,103.921082,2517.609863;-428.911133,-148.041290,2444.757812;11.140264,396.973999,2467.086182;33.954311,134.764832,2585.613037;85.644608,-153.475830,2569.618896;-244.466385,11.693954,2480.193604;-257.568176,-454.125977,2503.281250;-254.042480,-899.688354,2607.340576;-31.167166,15.492844,2485.552002;34.845718,-445.994202,2479.839355;93.284805,-860.166809,2623.212158
-113.837753,644.859070,2442.816895;-146.893036,395.596497,2464.678955;-143.202057,204.318756,2475.410156;-301.230896,392.357788,2460.035889;-379.885345,110.407806,2519.805664;-428.302673,-149.000397,2452.902832;7.444809,398.835144,2469.322021;33.485451,137.279175,2586.292480;92.060486,-144.251923,2575.021729;-246.417603,10.797668,2482.925049;-260.927185,-456.285156,2510.912109;-260.418823,-893.500122,2618.937256;-32.604546,15.284393,2489.357666;33.897316,-445.373779,2480.633301;95.049927,-848.252686,2638.468262
-110.508850,644.557983,2444.014404;-146.585098,395.052612,2465.624268;-142.918793,203.973145,2477.538330;-300.207611,391.855896,2461.628418;-377.761230,109.722443,2523.303711;-416.686096,-152.317902,2447.330322;7.037418,398.249390,2469.620117;40.762432,134.961273,2582.658691;97.002831,-151.757843,2574.012451;-246.715652,10.657440,2486.657227;-264.138611,-455.056274,2520.102295;-263.047516,-889.849060,2627.707031;-31.789326,15.129883,2492.247559;31.226501,-446.696381,2481.833740;96.992180,-834.897705,2655.275635
-111.918427,644.624329,2444.991455;-146.164658,393.851074,2467.982666;-143.074844,199.920822,2482.991699;-299.989655,391.367493,2467.559570;-375.991180,106.629883,2529.443604;-410.372406,-155.374176,2453.387939;7.660338,396.334656,2468.405762;43.942963,133.237579,2580.306885;105.710579,-161.246063,2577.763184;-246.802002,4.265976,2497.707031;-261.380676,-452.328918,2528.659180;-261.145905,-882.409119,2622.850586;-33.168068,7.715195,2498.294434;23.883297,-452.437561,2489.174805;98.006927,-833.663086,2669.287842
-110.577904,646.320312,2446.130615;-144.239151,388.203857,2476.590820;-142.787781,195.450073,2490.758057;-295.540009,387.436035,2481.644531;-371.133392,92.647034,2538.774414;-391.873047,-153.850922,2453.218018;7.061706,388.971649,2471.537109;43.717495,125.512543,2583.437500;103.619209,-158.491455,2560.288086;-250.447540,2.142609,2508.569824;-260.628357,-452.598083,2534.856689;-256.753876,-875.031494,2634.156006;-32.225281,3.250000,2501.280762;22.520126,-453.783173,2498.586914;101.821358,-828.753418,2678.118896
-110.226730,652.333923,2457.751465;-143.005035,388.271057,2481.869873;-141.724731,196.900269,2494.831787;-293.623932,387.415985,2484.122803;-367.274750,93.396454,2537.909912;-381.969025,-159.673889,2461.473633;7.613845,389.126160,2479.616943;51.451672,127.616577,2592.694824;123.556473,-160.308044,2583.353516;-251.838623,4.897064,2509.459961;-259.181030,-453.958862,2545.524902;-256.373444,-875.290894,2640.532227;-29.050240,6.161865,2506.127441;24.502327,-444.705994,2512.944824;105.243469,-823.615112,2678.628174
-109.925293,651.544739,2458.808350;-137.097168,395.810730,2489.789551;-135.983429,201.005493,2501.424316;-287.477753,394.822327,2487.635498;-346.673889,108.665924,2540.890625;-373.966858,-160.959869,2488.848877;13.283426,396.799133,2491.943604;75.626778,113.369415,2599.553467;123.894257,-159.937927,2576.269043;-250.473969,5.440414,2511.403076;-257.901123,-455.627930,2554.021973;-256.705414,-878.678955,2642.149658;-19.265398,6.960098,2514.715088;30.025888,-436.140015,2525.054932;110.293144,-820.525024,2681.749512
-105.094925,654.145508,2474.946777;-120.590500,412.203003,2495.680420;-123.548447,215.009140,2510.375000;-264.426117,414.256470,2494.283936;-316.526062,113.922180,2562.037354;-379.559692,-159.624756,2504.519531;23.245119,410.149475,2497.076904;89.107346,113.238312,2603.072021;139.000763,-135.363953,2585.034424;-246.977066,19.535217,2523.899902;-258.236938,-466.675629,2557.783447;-258.764709,-892.905151,2644.870361;-6.035723,16.095367,2526.239258;37.345665,-418.283875,2531.587402;118.138397,-810.636108,2688.869873
-101.630409,655.017090,2483.700684;-115.152763,417.692932,2501.237061;-116.211174,218.609329,2519.006348;-261.009399,418.410034,2500.583496;-302.993622,117.855621,2574.287109;-372.724152,-161.043396,2528.110352;30.703867,416.975830,2501.890625;99.043159,105.292694,2603.099609;148.088211,-132.090729,2570.879639;-242.423798,20.141052,2536.214844;-255.109268,-464.899292,2563.517090;-260.281677,-899.609497,2650.624512;7.884626,18.910431,2537.336426;50.830658,-412.856049,2554.595947;122.536423,-813.541626,2699.498047
-97.610756,654.892090,2488.963867;-100.258987,409.440491,2518.026123;-99.214500,212.144287,2534.616943;-249.369522,408.635223,2517.837158;-290.035980,133.117615,2584.396973;-352.274506,-139.247040,2546.552490;48.851551,410.245789,2518.215088;98.875183,94.638336,2603.271484;108.546829,-128.802383,2494.601074;-217.702408,14.202530,2551.056396;-248.637527,-457.699341,2562.789795;-258.327454,-896.542114,2649.043701;21.362364,15.493607,2551.359131;58.998421,-415.393555,2572.579834;119.650139,-819.821411,2719.905518
-88.827316,655.154663,2495.153076;-86.376884,407.967285,2523.395508;-88.937195,216.118149,2543.513916;-236.131332,409.829468,2522.095215;-281.497437,125.024109,2594.282715;-333.930939,-130.709396,2547.770996;63.377556,406.105103,2524.695801;109.109833,100.921936,2617.229492;114.853775,-144.612473,2499.073975;-208.670593,25.726028,2562.614746;-234.859711,-437.479919,2570.184814;-254.682144,-879.210327,2649.718750;25.675585,22.811996,2564.649902;68.444778,-422.834534,2588.334229;115.714622,-832.935974,2729.184814
-70.022903,657.620300,2502.151855;-78.574341,404.149597,2527.893799;-77.865120,215.102295,2551.449463;-229.143356,403.317200,2525.746826;-271.446442,105.089264,2602.076904;-332.654449,-114.911407,2591.354004;71.994675,404.981995,2530.040771;123.962769,107.728882,2628.216553;119.595482,-147.685791,2505.085205;-202.893723,25.359879,2573.212402;-218.186829,-439.103271,2586.110596;-251.365860,-876.079956,2657.048340;48.581909,26.750107,2576.797852;77.584366,-411.583313,2603.693359;112.755585,-823.183655,2738.484863
-61.450680,656.174194,2509.354736;-61.043564,401.646912,2542.157227;-62.418468,216.047028,2563.587402;-206.652908,403.355164,2547.610107;-242.987350,108.498444,2622.801270;-361.458557,-120.546921,2529.181152;84.565781,399.938660,2536.704346;142.592377,113.579712,2635.629883;188.561768,-152.756287,2567.735596;-188.177109,31.906387,2589.675537;-198.227234,-432.491760,2596.134766;-243.523438,-865.996338,2657.191162;60.590355,28.987900,2580.359619;83.584572,-408.494568,2622.906250;111.856445,-822.601440,2744.195801
-50.942039,655.562012,2516.875488;-46.220516,404.811401,2559.850098;-41.205498,209.884552,2586.993164;-191.780090,401.775635,2564.942871;-229.763153,109.903076,2642.622314;-279.221985,-133.707962,2634.855225;99.339073,407.847168,2554.757324;160.572845,118.948242,2635.027832;187.843170,-166.851776,2591.190186;-160.742950,12.360062,2618.494141;-186.404099,-430.332520,2597.432129;-230.545837,-861.057739,2625.403076;88.361992,17.555344,2609.778320;91.256516,-414.228821,2653.594482;116.640327,-831.052612,2766.509033
-42.962837,657.374207,2521.919189;-35.142662,404.415100,2568.032471;-29.140480,214.132950,2594.765869;-184.036636,400.885803,2576.341553;-216.814560,106.567017,2662.396240;-299.807983,-141.066010,2577.385742;113.751320,407.944397,2559.723389;178.717758,125.354218,2638.302246;196.473145,-149.755096,2598.395020;-144.509613,20.973892,2628.272461;-173.446167,-421.119324,2597.976807;-223.953445,-857.479370,2606.199219;98.233017,26.727707,2614.726074;94.860222,-421.241455,2669.493896;117.868301,-843.666321,2781.752441
-17.153070,648.661499,2535.596924;-19.111942,407.499695,2577.082520;-12.059101,218.546997,2606.327393;-170.438736,404.139130,2591.864258;-195.597855,118.977325,2684.785400;-293.691620,-148.183380,2584.443115;132.214859,410.860291,2562.300781;196.939056,144.122620,2660.583008;209.913116,-139.701477,2620.743164;-119.459869,27.052567,2646.752197;-162.526505,-422.565369,2604.858887;-215.837814,-856.037964,2596.780273;109.447342,32.136002,2624.392334;104.276382,-422.892639,2683.939941;121.242599,-846.755310,2795.512207
